"lambda","alpha","beta"
0.119935600489087,0.686654025033464,0.000875556875397933
0.0971904170303826,0.999826175374305,0.000965574763745653
0.171634657861624,0.709949046610935,0.00128891052223024
0.0846369466693755,0.876524349510682,0.00120524491979559
0.110081734431207,0.579654892690769,0.000650840196896422
0.111536529703279,0.749819656535673,0.000943713797890471
0.117541841397017,0.753872806809135,0.00108630132354887
0.0286928257474408,0.695369460762283,0.000861504531278221
0.148234828172747,0.79737439720088,0.00129397653314523
0.152866417283057,0.755427722250204,0.00103827611253011
0.0192559362565042,0.927284977660496,0.000797108951790165
0.140768684907559,1.08646757564602,0.0013561733355072
0.0818769202677744,0.964546748318874,0.00131806774651556
0.0956089672422431,0.721269047095755,0.00110715111708726
0.0585372054859485,1.18074263265665,0.00104026532002448
0.172201761995663,0.802801866873232,0.000784763927554299
0.139677457737922,0.700660604050322,0.00115057638143567
0.045150424932385,0.857528688325135,0.00121345592685748
0.00158637285346578,0.566388046368562,0.000575485798412492
0.127069428037654,1.15194113149586,0.0010890923443839
0.0420781680567535,0.896240788801304,0.00120580163447149
0.000393302096648351,0.564187950302197,0.000885150218226857
0.0976810962865123,1.18062884044367,0.00153487379141552
0.11842278973408,1.13322062405806,0.00136057178435949
0.104165104355015,0.76273741175767,0.000878689659000403
0.119448896956193,1.13399797527987,0.00162915522148145
0.256216107287517,1.53302048040344,0.00155939893769839
0.192479560207993,0.691002704560967,0.000619402449065609
0.0395314578386816,0.965020160190059,0.00123250849320506
0.130225814779287,0.974054785284484,0.00104554179014558
0.0778114872262832,0.975413727942459,0.000788153510383462
0.282541039913047,1.10934998412623,0.000992667852258512
0.145091234421924,0.873487911727094,0.0010824357789797
0.0117026105428614,0.64983542066112,0.000487838768413962
0.12589724629729,0.859204320047535,0.000853394110886906
0.119086354625751,0.831008213025981,0.000942567011091628
0.117066989569017,1.04350294242957,0.00161482189371594
0.306627957847408,0.896955388977662,0.00116049344664532
0.0135070295412258,0.856953882105509,0.00152070033905489
0.088726583078151,0.80223667355964,0.000871818553655546
0.102369178417983,0.90860927562603,0.00124950178046059
0.239267717734361,0.924041113947073,0.000877594815252473
0.0979267334638433,1.01952167710434,0.000959132429774074
0.102057448739302,0.795886974325468,0.000998273441073982
0.0935401164383417,0.836698218008333,0.00117564710766145
0.115141668345309,0.695946522481613,0.0011349243871107
0.101711774267685,1.05031245171223,0.00128770547023338
0.0659434982097242,1.04084122989167,0.00138311131461068
0.102996955819102,1.05011320005744,0.00163386794686472
0.138474312948776,0.648553742182906,0.000720470841265896
0.143812901406435,0.771659180412274,0.000995083790548485
0.0604015078810722,0.799187754623161,0.00110819197426361
0.0450640626114673,1.10974862577037,0.00117967523244443
0.18832114684477,0.803834325758251,0.00165316240471485
0.0313346838130725,0.76439778145643,0.00100700052611298
0.100861004178345,1.1887754982099,0.00132889126695799
0.096939864439086,1.11911708513452,0.00131025273326147
0.155579363611978,0.728319319478784,0.000835652885176912
0.139260971414754,1.11585504362772,0.00176112520789772
0.155953495353491,0.948692660148158,0.00127153579101737
0.10620907704021,0.726817091432959,0.000988452963558743
0.186960268840783,0.707944863800234,0.000849986754093878
0.103127889799414,1.38374242162286,0.00152767745777312
0.100080726871453,0.676476346018997,0.00107647886227693
0.116944888867695,0.822877878977952,0.000795269511426592
0.311406032607528,0.751493938513617,0.000837367326834017
0.138513069597326,0.69963215605668,0.00115532106019212
0.264232283007369,0.800895245844283,0.00110840793442002
0.0995772267209978,1.48255190397105,0.00136919644076312
0.112235941253868,0.747711423193511,0.00103847679109043
0.102764725464312,0.90142719161969,0.00143673650144299
0.212845147963329,1.00281044775757,0.00116762481519098
0.133793552828954,0.902907596719682,0.00106759514516273
0.0744440803268912,1.13839323055269,0.00124870666005549
0.126758630986221,0.81826729367997,0.00134672994880612
0.148602730065325,0.804521414257204,0.000646415582080641
0.0344816016667627,0.791725205574926,0.00102683476300001
0.112166246012818,0.731546604825339,0.00117410317888717
0.0622849915063626,0.735484574034977,0.000532477940805432
0.14135060443853,1.07055936525046,0.000900723712999416
0.136993053523744,0.849758105730601,0.00107067773501013
0.100526738767401,0.924535736008438,0.00116287851630966
0.306795318622549,0.811481638041601,0.00133332018943569
0.0727900617536573,0.708023019609174,0.00078796068939493
0.0579163099465198,0.726156582722758,0.00101274882106942
0.108638429619748,0.925295656777161,0.00113113904228999
0.107315098736551,0.679014192015885,0.00144134941765155
0.104631029174677,0.804490612152172,0.000986514417200564
0.131818832463682,0.750540447406221,0.00104290325230795
0.115447519785982,1.0450912392251,0.00137286477623644
0.134813796410979,0.717131568420085,0.00112156729550233
0.170739711553284,0.825267992404484,0.000775774670592623
0.144952035936365,0.862825526817169,0.00153110448646048
0.120429262853509,0.708153795318336,0.00072317015783091
0.0668479437167445,1.08676659019389,0.000964059711665269
0.243505691747904,1.09548629357202,0.000751191756615193
0.160527239846056,0.800794212241381,0.000990580485931903
0.116579961379826,1.00561519738496,0.00109985536362918
0.174620407734659,1.69149672523424,0.00171448443304756
0.28384055431101,0.762273443707374,0.00112351916271891
0.0892929616306554,0.942616738770084,0.000858561046013383
0.0425448276800461,0.540958402667773,0.000528163427471308
0.153646537912349,0.851560933948559,0.000619980096662259
0.177592412202612,0.783222254002998,0.000829720356387124
0.108161273444231,0.780665380964618,0.00105654868039864
0.237566160585794,0.773858964832499,0.000821509019646321
0.118477452765815,0.750477951240539,0.00114807826227648
0.134665202783428,0.809298962407289,0.00122804094043777
0.135165772756771,0.65651708813697,0.000649549266040992
0.11524234090288,0.787297670560642,0.00112613433956198
0.0306399915442387,1.01370793942724,0.00137927804078261
0.106440493579981,0.588659281447236,0.000907673484056376
0.125897690350084,1.14366401673984,0.00119661676943922
0.14719773670645,0.693142928391231,0.00122512808746945
0.102545205640211,0.732647243128915,0.000941393536244796
0.275012235003921,0.859441706527878,0.00109679318739761
0.122081609087794,0.694332320226397,0.00131578041919597
0.10219045285199,0.857889215105944,0.00116119103489618
0.112854371514394,0.724104297936691,0.0009063460649246
0.118093284677799,0.770022711884084,0.000825836429646168
0.17938689299636,0.857674220868734,0.00121013384822743
0.159674291954418,0.634094351522463,0.000626685175100834
0.171399821611994,1.26493453641952,0.00105634497692789
0.191669804099427,0.923865252700556,0.000908512498603036
0.170326022671567,0.786547353573968,0.00081231552961455
0.0683724681762936,0.946222403612161,0.00137379965309936
0.0827281334734939,1.12135502545115,0.00127059386995884
0.0781792907702574,1.32477176733859,0.00133335289065285
0.110888219504477,1.29862895953841,0.00120251406383656
0.114985545302095,0.731458276662709,0.000908902013639675
0.273097231023663,0.832034191401109,0.000861515445808225
0.0944261782378057,0.83976614199111,0.00113590854130562
0.0681864357841531,0.895040248765277,0.00114581322509129
0.0806973839045405,0.894040919253335,0.000640668629523006
0.109029317757938,0.647141304582376,0.00105906318410064
0.265158774737275,0.904764223006218,0.00101378599385739
0.21844665724058,0.842986024432005,0.000944749307998665
0.108318725009225,0.800993856752482,0.0013743491302158
0.175186603783263,0.767787559451512,0.00108206951988431
0.088456142677099,1.02871699186184,0.00108040387825397
0.0823422895364485,0.956020663161387,0.00150889611927876
0.0984562167931513,0.782474674836971,0.00128174767186824
0.0846356612816423,1.00249295102884,0.00095829760976733
0.142110003629146,0.822359201159691,0.00105005272924856
0.193656224374779,0.939971548902476,0.000652797271819151
0.10294390677844,0.738000777431954,0.000705120606905768
0.0854063930312032,0.955541261153492,0.00139240103359985
0.0897929246021798,0.844930798048011,0.000951555184361208
0.0377384909971054,0.828759517564924,0.000740029061353581
0.128989861743118,0.694592594207419,0.00085730202601519
0.0851617359589628,1.40550932357017,0.00153746759813475
0.0817033224068151,0.918778619658997,0.00122131290518798
0.174501146616116,0.775255108153143,0.00106010261725455
0.156231534354374,1.10722066272337,0.00144259716182832
0.0996497436392067,0.970998567449688,0.00112811658534801
0.0376632183107564,1.01558318190397,0.00162806743642392
0.193601647161774,0.671258956353935,0.000809565774165526
0.175023365878494,0.841204913505788,0.00149132368604974
0.103679992164601,0.692745912983386,0.000582940192211674
0.299176167980618,0.768127752871887,0.000672134177250942
0.0639164388856942,0.716047119662383,0.000892004097228036
0.129524274615278,0.738220400253401,0.00134055055438852
0.229653067434883,0.738990655541716,0.00157923367683254
0.0837741658451928,0.937725870347666,0.000788797554120046
0.0834190720244516,0.903363919412185,0.00181164065519253
0.165976720045592,0.695576312075718,0.00103264341228129
0.36083450907394,0.937974847049427,0.000824522237880334
0.113977290562511,1.26018081260452,0.00160671774398391
0.203976771093551,0.823229996094967,0.00153558116812295
0.0849762268103211,0.749332792271334,0.00118688089010757
0.132177045404467,0.615838599681217,0.000636031742386699
0.101396070145726,0.753061934651539,0.000777096997282104
0.132356006426023,0.748227265055966,0.00114162455328719
0.0971548285186433,0.90617961099811,0.00115713133604509
0.0813845123949964,1.00132728134365,0.0014722676101138
0.0890751810076452,0.770906213298186,0.00117964380608446
0.216033331436999,0.940961688895705,0.0012235058599485
0.0909227180682797,0.830605605993906,0.00111491069494817
0.0994300168729789,0.923414963603916,0.00118280438356089
0.0940130073198195,0.720372795560709,0.0010278037179125
0.104197051152245,0.817282271008022,0.000927592091260591
0.0818171861340404,1.03588362146306,0.00095550571932653
0.155659481281548,0.889106278133984,0.00104903534679335
0.129553671999556,0.648192027323314,0.00100127586139494
0.14307791234891,0.883695885000106,0.00100289194168825
0.0867809973413092,0.870095994154484,0.00116270597412365
0.0929065617105695,1.12440217343722,0.00119870097748354
0.102379168624844,0.840733583821101,0.00126714908802687
0.126398059446503,0.897119085534549,0.00169690271934164
0.132379863340917,0.736140964113862,0.000819657244454903
0.0854084926651229,1.13354937094374,0.00174078533414553
0.110223451211446,0.779199892941069,0.000942639112406147
0.135145287257016,1.24488851212292,0.00167595443832177
0.034554576637667,0.794886961421328,0.00114073049568122
0.0521378727063365,0.737643849914673,0.000868940259334559
0.145615795820681,0.725597460863833,0.000747841393257772
0.178952961597525,0.883653699922815,0.00117766459739353
0.169512126739537,0.60332534221952,0.000958050255054666
0.221158859995866,0.806956523016182,0.000893504204671812
0.271707323623717,0.883528939747353,0.000820567086632998
0.102494163614931,0.997171035567589,0.00144321331986314
0.00532379412676802,0.913527249385978,0.00134461273959647
0.0921653661784757,0.696580569590925,0.000998885814037285
0.123045705777375,0.809493741057319,0.00101583840777314
0.0971113018949074,0.912286727873598,0.00145046811389284
0.017154193095582,0.738375682892179,0.000919484182529016
0.15977410971842,0.729657486755873,0.00089469542319574
0.123118782221954,0.806690786131601,0.000839972652755663
0.145485676791263,0.893601623657862,0.00106421058141886
0.0122927172736472,0.760280436086299,0.000865937038813761
0.0280421922657308,0.904663677423428,0.0012749059035622
0.128058507202218,0.865407599985192,0.00112693995844562
0.0318995614206629,0.910018271325859,0.00107570790413013
0.0372457501382588,0.539959198890395,0.000739757264535157
0.104062275089867,0.779272062115968,0.001145862576812
0.115625713629382,0.850419778378775,0.000946761875883899
0.0979251273493204,0.786852403364089,0.00134674052487465
0.022551972517792,0.824934971981647,0.00124001953583735
0.134888930042414,1.03806914683459,0.00152557947518718
0.0982764971560151,0.678483486528045,0.00122503949429433
0.112622107739279,0.892537665629056,0.00112104971305892
0.117996482192401,0.869374566765985,0.00134367284188027
0.0644957118323427,1.12003116854205,0.00101391587524996
0.0893817648771278,0.944656643557553,0.00145472132298201
0.170401964567215,1.17826070923927,0.00158744088900479
0.166974992214281,0.728398305840407,0.00068454280421028
0.105244778405449,0.997050191010415,0.00117792271542862
0.239370259608729,0.941621267128663,0.000963092772797609
0.131071981536176,0.768939859680843,0.00106212875083558
0.153292984164002,1.15628819835875,0.00158428236425071
0.107376148344189,0.64754455715157,0.000890438487634332
0.0923565090328509,0.858727152631981,0.00102437017204938
0.0103851645012203,0.753571473805436,0.000911181641911218
0.269602464135201,0.904635424165634,0.00144314921369544
0.223161994043441,0.92675013668675,0.0008988283350491
0.0773402973715211,1.3758348507857,0.00137496031078119
0.180016328887992,0.795367263420877,0.00115741774987097
0.11490250831405,0.734957311545382,0.000745033786716675
0.254314464527306,0.658671862512033,0.000767628938540955
0.139878816748645,1.20872050219936,0.00156188412982223
0.137487962353423,1.09032095658811,0.0015743074684106
0.0104892511244157,0.882741521285402,0.00100389414916947
0.0750191602273307,0.76981785579253,0.00117571104221023
0.0755059375906034,0.637432744637885,0.00078193362322891
0.112154104823163,1.04610288517378,0.00158548202501938
0.0773831860129943,0.8986239029755,0.00158535249275176
0.0673968085104266,0.726121785238127,0.00114573135209129
0.302368893154975,0.82622914027219,0.00104331184670247
0.0880167031550336,0.856309922703939,0.00111700607805878
0.111861654181187,0.941687186531765,0.00184107584647335
0.141582246794722,0.916114453932928,0.00134661938169534
0.0851956527257468,0.790971586184463,0.00111622920229378
0.119362146517869,1.24242589594694,0.00235601131175618
0.107347587380044,1.01541819120636,0.00117556557057577
0.103815631672605,0.795904019135535,0.000905441537557773
0.159630168998435,0.792441414159452,0.00091396251272765
0.125410937102526,0.80619915897567,0.00108586777143607
0.117798489058292,0.903948078156159,0.00115404372425664
0.175711969518661,0.760101052094408,0.00142388401722417
0.107226113178913,0.823625224335202,0.000920469759630577
0.0199810728688303,0.93197796803147,0.00125251382423291
0.146841100224178,0.610511597212303,0.000924027866131043
0.108138615578014,0.949163102719325,0.00120515913763493
0.01655272645022,1.14625294400599,0.00134250950060911
0.153065081804566,0.907545729120909,0.000904934576375455
0.0920821928487183,0.658109352216713,0.00102714362574102
0.234211638540819,1.20090080154067,0.00134387867394205
0.107142028496905,0.94462868150903,0.00128650606872789
0.24272071723482,0.930329474770026,0.000959760657864228
0.20866697812483,1.14732930486688,0.00121990912029099
0.17649082184336,0.67858146108989,0.000708240269193608
0.119363943737802,0.83085474584678,0.000884097848251453
0.123886685327713,0.826400590383582,0.0019138991719017
0.12653423691526,1.18921962276082,0.00148554577196979
0.0800222485676026,0.939487775945947,0.00111356555775134
0.171252714095314,0.950747531991161,0.0011078287127554
0.113180715897504,0.919755421922076,0.00115967286661946
0.0858923904349139,0.969916657992137,0.00104608130638224
0.142930096932087,0.957933983396083,0.000773791242330545
0.113264230542474,0.900036451778731,0.00130169180155717
0.0475834162076896,1.15682583349861,0.00187571659581923
0.0421657570488684,1.37325770630921,0.00158247125392511
0.0737441582763756,0.757863858257923,0.000916742284426086
0.1803832913513,1.1226231240664,0.000795828661749418
0.022642493041129,0.931526025016571,0.00147701700163255
0.0850287302935969,0.684971180646591,0.00068353439844439
0.00966550521377561,0.935309272474214,0.00200930447469607
0.155195643043443,0.842781555314704,0.0013114119406997
0.131025666422796,0.91850188388023,0.00102553263180259
0.098411504048011,1.26669467699115,0.00127337136770453
0.165749821934689,0.659821244931411,0.000833180892390925
0.171477760346405,0.793840879640404,0.00117619732900642
0.131214891671115,1.30794009602773,0.000977652525628892
0.121864484839108,0.711815647799313,0.000784938075159634
0.0912267694150861,0.982288422517114,0.00128904080270738
0.153940039507961,0.637908780481362,0.00118941788337192
0.326722672373147,0.938966285795994,0.000773559213032402
0.156090929232861,0.872702156306355,0.00085626131169682
0.153498347816999,0.656836600600372,0.000922221979670788
0.116763760828618,0.871776176342725,0.00143372854989091
0.0862299695448426,0.879069447973298,0.00109110606207273
0.0995113716777552,0.851642535229067,0.00094808727209144
0.157898459967499,0.82878328134905,0.00114177758565262
0.107692919265741,0.699102777474959,0.000914012962844791
0.0794805805836157,1.10597726767641,0.00166827625260787
0.174985863665942,0.609741734882864,0.000693188572952161
0.105601261480769,1.08634832987484,0.000893238128659027
0.165817913025922,0.772879400806683,0.000908020471169802
0.187123090528139,0.727097312095774,0.000888429567547983
0.141935886097031,0.81968529253327,0.000959020780496729
0.092075764889568,0.911990841938056,0.000912195636984444
0.0242542042271649,0.779791706709434,0.00110372271249444
0.290648614155502,1.01349681451417,0.00115529358720346
0.16581016397872,0.951640773880976,0.00102021351784391
0.0699228676317526,0.96214010730347,0.00179040701796911
0.0740962956589006,1.19499780648013,0.000971728083011519
0.180963497905363,0.859925890445796,0.00101144967702187
0.057033414553097,0.849391781847435,0.00095151759715395
0.122615174287312,0.825646588961937,0.00131924622405348
0.137436958774206,0.821521265640772,0.000885480488382271
0.287220394441988,0.949221295086175,0.00106243961733512
0.116747186177266,0.830865119476485,0.000832559927097993
0.0422426119411199,1.68156365016307,0.00142028718446341
0.0960897607676196,0.742011086167174,0.00129807104802506
0.0305114387830798,0.819719516535292,0.00156301094365222
0.079082385084259,0.754952511018045,0.00120142114554538
0.121539360657379,1.05496993765188,0.00102987862061127
0.101661139477027,1.04782354183638,0.00124548382662638
0.110950374370693,1.07220863863241,0.00117970717581133
0.103464105142002,0.655978521273582,0.00135483203808463
0.0931457924694886,0.924064245667478,0.00165921340076174
0.137395613358419,0.699267139423907,0.000700121500733636
0.0469609258840817,0.900055879433836,0.0014155710744555
0.180212158289614,0.873898671754819,0.000630129088843032
0.118585912996217,0.643680505808652,0.000930031812476171
0.160171768450942,0.901757671322718,0.00118621150060599
0.110816125966522,0.882363325252827,0.00110132492026068
0.09250848462444,1.06242122116312,0.0013133728801533
0.128904892691974,0.759669748457635,0.000937877353293362
0.085239264547104,0.943599674174599,0.000887517665617789
0.166414352328861,0.6980216248429,0.00101704316427637
0.0949188297361633,0.837925062831342,0.00138651162637275
0.141377327107285,1.62859280014602,0.00203320692586774
0.0848206497547941,1.18473250025333,0.000878248106554638
0.127668524732994,0.767288244394656,0.000826797594247873
0.0956920061204422,0.706431208912008,0.00122864344934153
0.20233205133454,0.842851948497047,0.00123422292972624
0.135451188813379,1.26510498561606,0.00143550968781426
0.108114570845855,0.808912228411303,0.000874647225253611
0.105987831280761,1.09393645642258,0.00123922858326594
0.127128284668567,0.738839675041973,0.000994245794827736
0.113479050718147,0.676751041084695,0.000752299487346363
0.112364068343974,0.759693949025356,0.00103170187829843
0.15322821376776,0.904351280132773,0.00132035625653801
0.12397665573971,0.800220780365774,0.000923002094392234
0.0976482905586199,0.746800598725098,0.00105849924272233
0.143132841284574,0.922297002670703,0.00121167218681487
0.0868352781609624,0.957749335999989,0.00110708062426343
0.0361875938179834,0.992966022665953,0.00131507737871913
0.141275595607167,0.878445536535152,0.000910461410685305
0.260313150839092,0.79420628147652,0.00092373220948376
0.153834474579865,0.777023430583128,0.00121835131099034
0.249002835093243,0.687201763667749,0.000895644810353227
0.0598785248534952,0.810236308224093,0.00120195280062934
0.0994111571067567,1.53905460199545,0.00151752313622746
0.130077387423934,0.55690488246526,0.000563330990030229
0.195792569005353,1.13358827108929,0.00149140489895719
0.155688506218822,0.734923379187461,0.000878398520101511
0.0622350843373712,0.75456042332184,0.000720360324213829
0.200885100716747,0.853786539692008,0.000757687214205041
0.218612872001942,1.29587101670757,0.00200986782502151
0.157285454069507,0.938592604046251,0.00133196219475277
0.275160819588478,0.704702231618161,0.000565680761146337
0.0875186413350772,0.772768995525719,0.0014489947664012
0.103387121788883,0.83927526318659,0.00126910255616622
0.0996910655092268,1.34589512769106,0.00152258152504748
0.166881886765984,0.860667759800615,0.000998299674645165
0.0886847895734561,1.05665405184455,0.00126509829368009
0.106102740128418,1.08682713023345,0.00136755488509431
0.099219750728144,0.833376926068671,0.000804865556369186
0.0989897256475712,1.03436835200833,0.00188633223729114
0.000381987798967083,0.585455438314441,0.000936816611730216
0.240589456897828,0.956263295695791,0.00111894860387753
0.075123221040648,1.26952026926356,0.00122097226243644
0.0878881387420953,0.859866548999128,0.00114111067917065
0.141176337040618,0.662190096327732,0.000794436927113122
0.205436784019759,0.769891209793462,0.00143541400621624
0.127061145713491,0.838422965346574,0.00106507727819375
0.121667354910201,0.969495001716302,0.00138966374306205
0.104524234935813,1.09543826198553,0.00129226842309891
0.0140233838604983,0.603833810807998,0.000555205058814684
0.101315858379896,0.798931951461744,0.00173399718790309
0.0127027320075454,0.764202430534406,0.000785621561380328
0.0802837932959118,0.67141060911544,0.000893587440089907
0.116534586174839,1.14577038159667,0.00140107662329038
0.113573839541696,0.696012064302275,0.000805930202487063
0.10909192429242,0.64452978860754,0.00109776448411437
0.366414418002542,0.967820931579839,0.00110037581240625
0.124744084483493,0.858004517204897,0.00122375645477518
0.146790736406794,0.684407557397902,0.000729945109032288
0.0948199781302418,0.886734790343271,0.00110548371010107
0.0582420293975236,1.01975606290067,0.000948846144425383
0.0987616458670991,0.876910241638327,0.00103605115588419
0.00570086111818278,0.91014267348705,0.00122927675477088
0.117864503625116,0.745625565018995,0.000953959772680925
0.09469373270726,0.970075202544527,0.000948780724626281
0.0590855000215983,0.910845989157675,0.00143054817863369
0.204561561642607,0.866191007774759,0.00170243528108082
0.117396803334759,0.633097122294464,0.000711220466324992
0.0894147275192078,0.884385045010536,0.000891290211068157
0.0999769348263541,0.736316492842905,0.000650803388605331
0.0443865853102733,1.02977916771629,0.00080464000574483
0.0329603766346665,0.916138476286224,0.0011763764673213
0.116151623325023,0.932104890790425,0.00122619455322044
0.176195149074367,0.928340238939601,0.00114243576776007
0.0711996980487366,0.868287449261404,0.00126495760643085
0.109791822790857,0.915858412924385,0.00139864346086807
0.0889420251448777,0.726206734000014,0.000826752899851603
0.106483555634604,0.844862793278339,0.000742247642501547
0.0110841842906705,1.23862991363425,0.00164209815995787
0.126644643723164,0.905513440488841,0.00108761590395054
0.128651218583378,0.750655820248926,0.00120693810810205
0.0818399847430422,0.646275480153183,0.000871212102929113
0.121346391452019,0.512607306384636,0.000842698247771625
0.139366257093339,0.712477236279917,0.00103122815483473
