"id","lambda","alpha","beta","prime_pure","ageph","sex","power","long","lat"
279,0.174501146616116,0.775255108153143,0.00106010261725455,127.613028296336,30,"male",121,4.38714643615594,51.2160423671088
280,0.156231534354374,1.10722066272337,0.00144259716182832,119.910663616518,61,"male",63,5.21146679055849,50.5091583544324
283,0.193601647161774,0.671258956353935,0.000809565774165526,160.52659804717,28,"male",40,4.30681573990677,50.8559335899744
285,0.103679992164601,0.692745912983386,0.000582940192211674,123.209707942211,51,"female",73,5.4832211954726,50.9677120945291
286,0.299176167980618,0.768127752871887,0.000672134177250942,341.904228949774,29,"male",50,4.38714643615594,51.2160423671088
292,0.165976720045592,0.695576312075718,0.00103264341228129,111.79994318144,32,"male",43,3.70660884472355,51.0590759805841
293,0.36083450907394,0.937974847049427,0.000824522237880334,410.484615101315,27,"male",48,4.43709177560176,50.4173411858797
295,0.203976771093551,0.823229996094967,0.00153558116812295,109.352602100525,25,"female",40,5.42923359281155,50.5974461281429
297,0.132177045404467,0.615838599681217,0.000636031742386699,127.980603996958,31,"male",59,4.5072494214684,51.2070603907108
303,0.216033331436999,0.940961688895705,0.0012235058599485,166.144760773995,23,"male",65,4.03614560715801,50.5910847883396
309,0.155659481281548,0.889106278133984,0.00104903534679335,131.92865472222,42,"female",40,4.38714643615594,51.2160423671088
311,0.14307791234891,0.883695885000106,0.00100289194168825,126.072767285671,42,"male",51,4.36084482483889,50.5148151514566
316,0.132379863340917,0.736140964113862,0.000819657244454903,118.891452358054,36,"male",55,5.4832211954726,50.9677120945291
322,0.145615795820681,0.725597460863833,0.000747841393257772,141.284572720533,47,"male",64,4.64242578497385,51.0055602380573
323,0.178952961597525,0.883653699922815,0.00117766459739353,134.276301569891,41,"male",74,4.38714643615594,51.2160423671088
325,0.221158859995866,0.806956523016182,0.000893504204671812,199.736703826747,23,"male",43,4.56642378077481,50.9763848996717
326,0.271707323623717,0.883528939747353,0.000820567086632998,292.555340658237,25,"male",44,4.07913037498227,51.0282144116403
333,0.15977410971842,0.729657486755873,0.00089469542319574,130.301745514009,38,"male",55,4.30952489788231,50.8821398068034
334,0.123118782221954,0.806690786131601,0.000839972652755663,118.240500916741,34,"female",82,4.17854723478253,50.6906257739008
335,0.145485676791263,0.893601623657862,0.00106421058141886,122.162135266786,35,"male",73,4.43709177560176,50.4173411858797
351,0.170401964567215,1.17826070923927,0.00158744088900479,126.479002158376,27,"female",53,5.05024234919395,50.3434259711093
352,0.166974992214281,0.728398305840407,0.00068454280421028,177.672310187978,50,"male",55,4.1276528359833,51.0787437069603
354,0.239370259608729,0.941621267128663,0.000963092772797609,234.033660652394,28,"male",43,4.43184109888125,51.3344705167668
356,0.153292984164002,1.15628819835875,0.00158428236425071,111.88085689754,29,"male",41,4.36024375406355,50.4620091548263
360,0.269602464135201,0.904635424165634,0.00144314921369544,168.999807632171,41,"male",102,4.58465543792084,50.7161086742442
361,0.223161994043441,0.92675013668675,0.0008988283350491,230.094446757455,32,"male",103,4.85818540668705,50.4620030651056
363,0.180016328887992,0.795367263420877,0.00115741774987097,123.705632555468,29,"female",66,4.83082554179662,50.8356809031453
364,0.11490250831405,0.734957311545382,0.000745033786716675,113.348468359368,56,"female",47,3.70660884472355,51.0590759805841
365,0.254314464527306,0.658671862512033,0.000767628938540955,218.217127577733,25,"male",51,3.70660884472355,51.0590759805841
366,0.139878816748645,1.20872050219936,0.00156188412982223,108.250279517673,50,"female",37,4.51257116641149,50.8220566419739
374,0.302368893154975,0.82622914027219,0.00104331184670247,239.454762663817,32,"female",40,4.33395017857947,50.7683191183661
382,0.159630168998435,0.792441414159452,0.00091396251272765,138.405629445468,30,"female",81,4.16818438378405,50.8735514486511
391,0.153065081804566,0.907545729120909,0.000904934576375455,153.506745013179,44,"male",80,4.25662908816494,50.5269114727013
393,0.234211638540819,1.20090080154067,0.00134387867394205,209.29340565304,54,"female",89,4.84869854551243,50.7291141313659
395,0.24272071723482,0.930329474770026,0.000959760657864228,235.277655455657,26,"male",40,4.40919357666147,51.0944988094493
396,0.20866697812483,1.14732930486688,0.00121990912029099,196.252110078107,38,"male",70,3.5041755286041,50.9908192814946
397,0.17649082184336,0.67858146108989,0.000708240269193608,169.099957972996,45,"male",51,4.64970544998839,50.8301213619129
398,0.119363943737802,0.83085474584678,0.000884097848251453,112.175478465065,44,"female",47,5.95395995156862,50.6597450178971
402,0.171252714095314,0.950747531991161,0.0011078287127554,146.97045978159,58,"male",78,5.51668498270527,50.6586685751288
405,0.142930096932087,0.957933983396083,0.000773791242330545,176.943844297031,58,"male",45,4.64242578497385,51.0055602380573
410,0.1803832913513,1.1226231240664,0.000795828661749418,254.454839086881,27,"male",40,2.8774750265265,50.861052284387
415,0.131025666422796,0.91850188388023,0.00102553263180259,117.351040536336,19,"female",76,3.41484805138048,50.8790464429861
417,0.165749821934689,0.659821244931411,0.000833180892390925,131.262316328772,43,"male",47,5.84419842219759,50.5851528730638
418,0.171477760346405,0.793840879640404,0.00117619732900642,115.734029278189,29,"male",83,4.51024082354512,50.3976313863189
419,0.131214891671115,1.30794009602773,0.000977652525628892,175.544187237882,85,"male",31,3.81557563469108,50.7084278097452
420,0.121864484839108,0.711815647799313,0.000784938075159634,110.511962617991,46,"male",55,2.57778676035212,51.079313479903
423,0.326722672373147,0.938966285795994,0.000773559213032402,396.584474717781,28,"male",40,5.55664901167823,50.6478075291239
424,0.156090929232861,0.872702156306355,0.00085626131169682,159.087989449665,32,"female",74,3.67407041899466,50.9294898116397
425,0.153498347816999,0.656836600600372,0.000922221979670788,109.326534392384,48,"female",163,3.2647604444955,50.8160163165965
429,0.157898459967499,0.82878328134905,0.00114177758565262,114.613919047137,32,"male",72,3.70660884472355,51.0590759805841
432,0.174985863665942,0.609741734882864,0.000693188572952161,153.920864040284,41,"male",55,4.30095757775062,50.7670770960791
433,0.105601261480769,1.08634832987484,0.000893238128659027,128.431322355812,35,"male",66,5.79271200231588,49.5665611096009
434,0.165817913025922,0.772879400806683,0.000908020471169802,141.139162972157,46,"male",66,5.95459655647813,50.5312624571144
435,0.187123090528139,0.727097312095774,0.000888429567547983,153.142917709924,37,"female",42,3.9567613947591,50.4569048505571
436,0.141935886097031,0.81968529253327,0.000959020780496729,121.314116109302,26,"male",33,2.9141331178341,51.2104512001652
439,0.290648614155502,1.01349681451417,0.00115529358720346,254.975400064851,32,"female",93,4.1660211675673,50.4679258787816
440,0.16581016397872,0.951640773880976,0.00102021351784391,154.665381320876,43,"male",60,4.97553756538926,50.5544887200834
443,0.180963497905363,0.859925890445796,0.00101144967702187,153.853622784923,27,"male",47,3.94743715792725,50.6490803549759
446,0.137436958774206,0.821521265640772,0.000885480488382271,127.509737142013,29,"male",43,2.98566768345015,50.7853122198557
447,0.287220394441988,0.949221295086175,0.00106243961733512,256.612903301957,28,"male",81,5.50056737527412,50.5831880293416
448,0.116747186177266,0.830865119476485,0.000832559927097993,116.509528785308,36,"female",49,4.12643338782313,50.3049035174458
453,0.121539360657379,1.05496993765188,0.00102987862061127,124.500469442565,33,"male",74,5.79271200231588,49.5665611096009
458,0.137395613358419,0.699267139423907,0.000700121500733636,137.227948894384,42,"female",40,4.38714643615594,51.2160423671088
460,0.180212158289614,0.873898671754819,0.000630129088843032,249.928417131991,29,"female",40,2.96562825093341,51.2373852863166
462,0.160171768450942,0.901757671322718,0.00118621150060599,121.762536323561,49,"male",43,4.32397369202418,51.1077987355938
467,0.166414352328861,0.6980216248429,0.00101704316427637,114.214244478423,32,"female",40,4.38714643615594,51.2160423671088
469,0.141377327107285,1.62859280014602,0.00203320692586774,113.242825460349,80,"male",55,4.38714643615594,51.2160423671088
470,0.0848206497547941,1.18473250025333,0.000878248106554638,114.420719734119,80,"male",35,2.67044035900386,51.1101692034789
471,0.127668524732994,0.767288244394656,0.000826797594247873,118.479491097149,34,"male",40,2.57778676035212,51.079313479903
473,0.20233205133454,0.842851948497047,0.00123422292972624,138.172739789033,32,"male",42,5.64980991250895,50.6294126673641
474,0.135451188813379,1.26510498561606,0.00143550968781426,119.372217220174,77,"female",47,5.51668498270527,50.6586685751288
483,0.143132841284574,0.922297002670703,0.00121167218681487,108.94942702904,50,"male",55,4.43709177560176,50.4173411858797
486,0.141275595607167,0.878445536535152,0.000910461410685305,136.307717082758,27,"male",43,4.19347022671512,51.1335154441337
487,0.260313150839092,0.79420628147652,0.00092373220948376,223.811985145449,30,"male",70,4.02304912058979,51.0682703113905
489,0.249002835093243,0.687201763667749,0.000895644810353227,191.052508155394,34,"male",68,4.33247075256287,50.8301343143514
492,0.130077387423934,0.55690488246526,0.000563330990030229,128.593550571089,38,"male",111,4.93011082851364,50.8123036159858
493,0.195792569005353,1.13358827108929,0.00149140489895719,148.818178045478,43,"male",41,3.77338905250969,50.6353253424878
494,0.155688506218822,0.734923379187461,0.000878398520101511,130.258783994493,29,"female",37,4.48740737751093,50.921610177179
496,0.200885100716747,0.853786539692008,0.000757687214205041,226.363850149671,38,"male",61,4.11831255910087,50.671880878604
497,0.218612872001942,1.29587101670757,0.00200986782502151,140.951599493109,44,"female",40,4.56520337334291,50.4052922735875
498,0.157285454069507,0.938592604046251,0.00133196219475277,110.834199720734,42,"male",76,4.1660211675673,50.4679258787816
499,0.275160819588478,0.704702231618161,0.000565680761146337,342.784229085211,24,"male",42,3.41484805138048,50.8790464429861
503,0.166881886765984,0.860667759800615,0.000998299674645165,143.874493082682,24,"female",34,4.81041308616013,50.8872875707894
509,0.240589456897828,0.956263295695791,0.00111894860387753,205.609861047701,27,"male",80,2.9141331178341,51.2104512001652
512,0.141176337040618,0.662190096327732,0.000794436927113122,117.675260342992,37,"female",66,3.70660884472355,51.0590759805841
513,0.205436784019759,0.769891209793462,0.00143541400621624,110.187007720491,27,"female",54,3.70660884472355,51.0590759805841
524,0.366414418002542,0.967820931579839,0.00110037581240625,322.274934960657,26,"male",93,4.42199154955779,50.9306576039942
526,0.146790736406794,0.684407557397902,0.000729945109032288,137.633211195842,59,"male",40,4.35680128300751,51.0545076643261
537,0.0999769348263541,0.736316492842905,0.000650803388605331,113.113525997891,72,"male",57,4.50532279744701,51.2300602859276
541,0.176195149074367,0.928340238939601,0.00114243576776007,143.175705284858,71,"male",43,4.51257116641149,50.8220566419739
545,0.106483555634604,0.844862793278339,0.000742247642501547,121.204823161797,61,"male",40,3.81557563469108,50.7084278097452
559,0.146604214463253,0.853708346623418,0.00102799853772454,121.748462614045,26,"male",66,3.77338905250969,50.6353253424878
562,0.196097453803424,0.851147727169982,0.0012220202158459,136.583585070292,37,"male",50,4.43184109888125,51.3344705167668
563,0.143840664003402,0.785621027797277,0.00103724668242362,108.946359827684,47,"male",40,4.15194943312819,50.8136090001084
568,0.177203961830147,1.03174399856595,0.0015471186529938,118.173951161777,26,"female",60,2.98566768345015,50.7853122198557
579,0.127165678293597,0.805610157289154,0.000861915417902856,118.858486533574,54,"male",63,4.36024375406355,50.4620091548263
584,0.396374052271758,0.797973386808442,0.000681849318912282,463.879534907876,19,"male",51,4.03614560715801,50.5910847883396
586,0.16518616990899,0.808862650788976,0.00119660948386593,111.659589087156,40,"female",47,4.31248201567497,50.5920632481106
587,0.128450252085656,0.819721991523183,0.000897686243645032,117.294318807613,27,"female",40,5.50056737527412,50.5831880293416
591,0.170060088634555,0.84961734733958,0.000857257411909168,168.544476124441,37,"male",60,5.52064010755127,50.8719205911985
592,0.124580179776602,0.807882000575989,0.000897480985011126,112.142860462709,41,"male",68,3.88367846750122,50.939892297813
594,0.106325396860078,0.87627394977264,0.000796183145499198,117.021034663208,64,"male",42,3.55047915443394,51.1948475542053
595,0.248957828142157,0.853990622423181,0.000813426426687574,261.372932617917,51,"male",110,4.43098679599697,50.8317822590911
600,0.2260416818267,0.99150899008985,0.00153602753876152,145.910378564508,22,"male",47,5.25512809509581,50.6945616991522
604,0.100323368785133,1.48424172303274,0.00128594440588134,115.793598125295,80,"male",51,5.55664901167823,50.6478075291239
610,0.17377110035837,0.842405200863576,0.000900703414854628,162.523730106323,27,"male",47,3.59819987022388,50.9575395049655
614,0.146197717166652,1.09282540638646,0.000761576446553488,209.786660811861,29,"female",47,5.14405106214107,50.4229441695515
618,0.171815480139145,0.862082346989617,0.00101822270334363,145.468267286822,60,"male",64,3.80569071708695,50.451201313501
624,0.176816942255942,0.672366186395625,0.000847059148283085,140.351158942955,39,"male",66,3.72111622048098,50.5353140543811
628,0.176696519906855,1.03178775274627,0.000662781276855163,275.073107161145,23,"female",55,4.25961186993773,50.0718655275674
630,0.130058906176948,0.785764958109639,0.000878245198962369,116.363552097589,46,"male",85,5.55664901167823,50.6478075291239
631,0.257544442032902,0.748164080029538,0.00108233335865649,178.02786821562,35,"female",100,4.51619451460374,50.7128207011963
632,0.331135504486462,0.840573486672496,0.000876332757236158,317.623326606097,21,"male",58,4.1660211675673,50.4679258787816
635,0.173992947775598,0.712283908761713,0.000802300061177695,154.471354217094,20,"female",43,3.70660884472355,51.0590759805841
636,0.14227270796978,1.06314767911753,0.000744898966216314,203.05693273833,50,"female",73,4.52592007524767,50.8852118035491
637,0.135216380899864,0.992503578829289,0.00112365906247183,119.433684505903,30,"male",70,3.58020152768399,50.5126807787816
639,0.197569064967278,1.02501588329121,0.000993626585766373,203.810397728296,25,"male",33,5.55664901167823,50.6478075291239
642,0.213660568833134,0.794550557481058,0.000999492284937283,169.850359664096,24,"male",48,4.07913037498227,51.0282144116403
643,0.258852688944093,0.887196045816647,0.00107455173173544,213.719893884781,26,"male",42,4.7181373355407,50.9573731386076
647,0.114874098213665,0.650799390048826,0.00066732339672912,112.029629736193,49,"female",66,5.33206648847456,50.9274578648141
652,0.107594627515481,0.977325017748054,0.000933053047097731,112.699831561826,43,"female",38,2.8774750265265,50.861052284387
653,0.205530593176658,0.919250940658048,0.00137916307677267,136.99191509228,33,"male",42,4.1660211675673,50.4679258787816
655,0.127393662150594,0.889292667919898,0.000980774983212831,115.510949635839,59,"male",63,5.95459655647813,50.5312624571144
656,0.187504299350336,0.804970733162364,0.00107037753188463,141.011436453997,28,"female",43,4.45285369981568,51.0357334294333
657,0.194648645671956,0.760707817727984,0.00134772848476431,109.866896891117,24,"male",40,3.7432530429022,50.7992796454126
658,0.111940491954138,0.888739882080613,0.000820431307642556,121.260584149612,74,"male",55,3.70660884472355,51.0590759805841
660,0.192134221920183,0.74993983457633,0.000938754107254351,153.489721631901,31,"female",44,4.37305172273991,50.941116827219
661,0.263168983332177,0.857754071256239,0.00131417248710679,171.769131598931,25,"male",70,4.61165816966209,50.5898568933352
662,0.30836370821695,0.693280119505448,0.000600289039342508,356.132486973183,26,"female",49,3.70660884472355,51.0590759805841
663,0.1547364665664,1.13340404988366,0.00102413382215666,171.246114596358,50,"female",40,2.93134955803112,51.1516983601039
667,0.173523092596641,1.04726459169929,0.000983286113728922,184.813543262056,29,"female",33,4.43709177560176,50.4173411858797
671,0.192841605145123,0.755061195340791,0.00116033026284121,125.487731859873,28,"female",63,3.32473695949814,51.1510208587291
675,0.180866080979434,0.749233393531774,0.00093266155761947,145.294835538084,27,"male",50,3.70660884472355,51.0590759805841
677,0.18448664399279,0.839564755726698,0.000701469206065148,220.80582135242,44,"female",44,4.42541120861276,50.5387739771427
678,0.105603065889951,1.0993304867883,0.0010601451191517,109.506394675505,75,"male",43,4.09424029412058,50.507899540884
682,0.134322732784122,0.886944904111285,0.000985944603261164,120.835250738343,50,"male",51,4.69382231712294,50.5674812856238
685,0.175650105341284,0.860795598034402,0.00108952698168717,138.774752726105,63,"female",51,4.37467709170898,50.8621726451902
687,0.172827353242829,0.673823483128217,0.000499082553994657,233.33840906641,25,"male",47,2.65301760456688,51.04713778232
688,0.186882265995973,0.925893694116073,0.000712713995484439,242.780572184754,31,"male",40,3.12862031501893,51.3008628248791
690,0.0904793142087609,0.86449647144719,0.00070985945800473,110.189484679535,55,"male",45,5.25512809509581,50.6945616991522
696,0.125140233675949,1.4347453799891,0.00122961393228867,146.016865458852,73,"female",37,4.85818540668705,50.4620030651056
702,0.152324962842247,0.866647485797119,0.000867750347003414,152.131366501031,59,"male",53,4.77817845985927,50.6347986977042
704,0.21065186952523,0.802166572404854,0.000520355226385156,324.735641307183,58,"female",48,4.34681694963428,50.6925313743915
705,0.170183365608965,1.03031087645937,0.00127838041101508,137.159308034258,61,"male",60,3.21146030365927,50.7436010825715
706,0.14966167963562,1.45547899838917,0.00105964370907571,205.568560175097,72,"male",51,5.80594597575613,50.5107761125688
708,0.21112508608405,0.854103434406726,0.00130726990713353,137.938355445815,27,"male",85,4.6645370866217,50.4722649921733
709,0.118837521674059,0.691357367867157,0.00075388872882466,108.980533926436,53,"female",47,2.67044035900386,51.1101692034789
718,0.288551721255625,0.756930860307977,0.00089592121155245,243.786730124294,36,"male",54,4.03509617936571,50.9422882825979
721,0.204983020090435,0.82153267716697,0.0011928371458209,141.176228338173,51,"female",64,4.38714643615594,51.2160423671088
722,0.125098283623253,1.22844214864608,0.00141481033978647,108.619508922503,72,"male",66,3.4364983332799,50.7781560852123
725,0.157806579094425,0.67433753009619,0.000966088007459446,110.150315455531,36,"male",32,4.1069137362726,50.9932523030417
729,0.240830804812812,0.764747275726148,0.000878719107926235,209.594511181376,21,"male",35,3.94882751713543,51.1143185964778
731,0.124428896942487,0.827639962059438,0.000709797276530156,145.086957853666,42,"male",49,3.14281102682167,50.7930459073677
732,0.123232666354696,0.844677366303791,0.000952973737740362,109.228449784876,43,"male",59,4.43709177560176,50.4173411858797
733,0.226058809551082,0.625895307481842,0.00100451950643992,140.852564042683,31,"male",43,5.84419842219759,50.5851528730638
736,0.185276901663211,0.698261272255494,0.000703290798062475,183.951909268998,56,"male",141,3.98274169164509,50.8070986414663
737,0.147534348690793,0.996421184861468,0.00121052792786851,121.439866975306,23,"male",74,5.65146948334727,50.2897558180434
742,0.120762145238895,0.913540200956108,0.000818138243142235,134.844050322986,73,"male",70,4.03509617936571,50.9422882825979
